,Annotation Cluster 1,Enrichment Score: 17.788187525631553,,,,,,,,,,
 HGF,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 PPP1CB,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 FLNA,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 PTPN11,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 NRAS,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 VEGFA,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 PLAU,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
 SLC9A1,KEGG_PATHWAY,cfa05205:Proteoglycans in cancer,35,6.944444444,8.26E-11,"CAV3, FGFR1, CAV1, HRAS, ERBB4, ERBB3, MMP9, CAMK2G, FASLG, MMP2, DROSHA, CDC42, GPC3, KRAS, SOS1, SOS2, RHOA, RRAS, FGF2, MYC, AKT2, MAP2K1, BRAF, MAP2K2, CBL, RAF1, IGF1, HGF, PPP1CB, FLNA, PTPN11, NRAS, VEGFA, PLAU, SLC9A1",339,195,6781,3.59027305,2.12E-08,2.35E-09
FGF19,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGFR1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 HRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 MAP2K1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 BRAF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 MAP2K2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF23,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 RAF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 IGF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 HGF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF21,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 PTEN,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 NRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 KRAS,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 CDKN2A,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 EGF,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF1,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 AKT2,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
 FGF4,KEGG_PATHWAY,cfa05218:Melanoma,20,3.968253968,8.79E-10,"FGF19, FGFR1, HRAS, MAP2K1, BRAF, MAP2K2, FGF23, RAF1, IGF1, HGF, FGF21, PTEN, NRAS, KRAS, CDKN2A, EGF, FGF1, FGF2, AKT2, FGF4",339,71,6781,5.634633761,2.25E-07,2.05E-08
HRAS,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 MAP2K1,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 MAP2K2,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 ADCY5,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 GNA11,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CAMK2G,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 RAF1,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CACNA1S,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 MMP2,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CDC42,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 NRAS,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 KRAS,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 JUN,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 SOS1,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 SOS2,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 GNAS,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 MAPK7,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CACNA1F,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CACNA1C,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CACNA1D,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
 CALM1,KEGG_PATHWAY,cfa04912:GnRH signaling pathway,21,4.166666667,2.36E-09,"HRAS, MAP2K1, MAP2K2, ADCY5, GNA11, CAMK2G, RAF1, CACNA1S, MMP2, CDC42, NRAS, KRAS, JUN, SOS1, SOS2, GNAS, MAPK7, CACNA1F, CACNA1C, CACNA1D, CALM1",339,83,6781,5.060987312,6.05E-07,5.04E-08
HRAS,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 MAP2K1,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 BRAF,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 MAP2K2,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 VHL,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 RAF1,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 HGF,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 PTPN11,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 NRAS,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 CDC42,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 KRAS,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 EP300,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 JUN,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 SOS1,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 VEGFA,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 SOS2,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
 AKT2,KEGG_PATHWAY,cfa05211:Renal cell carcinoma,17,3.373015873,7.08E-08,"HRAS, MAP2K1, BRAF, MAP2K2, VHL, RAF1, HGF, PTPN11, NRAS, CDC42, KRAS, EP300, JUN, SOS1, VEGFA, SOS2, AKT2",339,65,6781,5.231540731,1.81E-05,1.13E-06
FGFR2,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 FGFR1,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 AR,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 HRAS,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 MAP2K1,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 BRAF,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
 MAP2K2,KEGG_PATHWAY,cfa05215:Prostate cancer,19,3.76984127,1.89E-07,"FGFR2, FGFR1, AR, HRAS, MAP2K1, BRAF, MAP2K2, RAF1, IGF1, PTEN, NRAS, EP300, KRAS, SOS1, BCL2, SOS2, IKBKG, EGF, AKT2",339,87,6781,4.368460313,4.85E-05,2.69E-06
