A1BG,1,11167,yes,A1bg,MGI:2152878,,1
ITGAV,3685,20510,yes,Itgav,MGI:96608,MP:0005381,30786
ITGAV,3685,20510,yes,Itgav,MGI:96608,MP:0005367,30787
ITGAX,3687,55493,yes,Itgax,MGI:96609,MP:0005397,30788
ITGAX,3687,55493,yes,Itgax,MGI:96609,MP:0002873,30789
ITGAX,3687,55493,yes,Itgax,MGI:96609,MP:0005387,30790
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005382,30791
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005369,30792
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005376,30793
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005384,30794
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005379,30795
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005385,30796
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005397,30797
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005378,30798
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005389,30799
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0002873,30800
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0010771,30801
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0010768,30802
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005391,30803
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005381,30804
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005371,30805
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0003631,30806
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005377,30807
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005390,30808
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005367,30809
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005387,30810
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005370,30811
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005388,30812
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005386,30813
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0005380,30814
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0001186,30815
ITGB1,3688,22999,yes,Itgb1,MGI:96610,MP:0002006,30816
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0005382,30817
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0005378,30818
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0005390,30819
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0005391,30820
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0002873,30821
ITGB1BP1,9270,3496,yes,Itgb1bp1,MGI:1306802,MP:0010768,30822
ITGB1BP2,26548,22708,yes,Itgb1bp2,MGI:1353420,MP:0010768,30823
ITGB1BP2,26548,22708,yes,Itgb1bp2,MGI:1353420,MP:0005385,30824
ITGB1BP2,26548,22708,yes,Itgb1bp2,MGI:1353420,MP:0005376,30825
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005391,30826
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005390,30827
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005387,30828
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005397,30829
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005385,30830
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0010768,30831
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0010771,30832
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0002873,30833
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005376,30834
ITGB2,3689,20092,yes,Itgb2,MGI:96611,MP:0005384,30835
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005378,30836
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0010771,30837
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005376,30838
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005384,30839
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005369,30840
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005391,30841
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005397,30842
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005385,30843
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0010768,30844
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0002873,30845
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005389,30846
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0002006,30847
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005380,30848
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005388,30849
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005370,30850
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005387,30851
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005390,30852
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005367,30853
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0005381,30854
ITGB3,3690,55444,yes,Itgb3,MGI:96612,MP:0003631,30855
ITGB3BP,23421,8617,yes,Itgb3bp,MGI:1914983,,30856
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0010771,30857
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005378,30858
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005394,30859
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005382,30860
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005384,30861
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005387,30862
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005376,30863
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005367,30864
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005386,30865
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005388,30866
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0010768,30867
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005385,30868
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0003631,30869
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005377,30870
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005381,30871
ITGB4,3691,179,yes,Itgb4,MGI:96613,MP:0005391,30872
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0002006,30873
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0002873,30874
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0005397,30875
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0005385,30876
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0005387,30877
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0005391,30878
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0010771,30879
ITGB5,3693,20511,yes,Itgb5,MGI:96614,MP:0005384,30880
ITGB6,3694,685,yes,Itgb6,MGI:96615,MP:0005376,30881
ITGB6,3694,685,yes,Itgb6,MGI:96615,MP:0010771,30882
ITGB6,3694,685,yes,Itgb6,MGI:96615,MP:0005387,30883
ITGB6,3694,685,yes,Itgb6,MGI:96615,MP:0005397,30884
ITGB6,3694,685,yes,Itgb6,MGI:96615,MP:0005388,30885
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005384,30886
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005379,30887
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005380,30888
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005387,30889
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005390,30890
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005381,30891
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005389,30892
ITGB7,3695,20247,yes,Itgb7,MGI:96616,MP:0005397,30893
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005385,30894
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0002873,30895
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0010768,30896
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005380,30897
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005381,30898
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0003631,30899
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005382,30900
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005378,30901
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005376,30902
ITGB8,3696,18567,yes,Itgb8,MGI:1338035,MP:0005384,30903
ITGBL1,9358,3519,yes,Itgbl1,MGI:2443439,,30904
ITIH1,3697,1667,yes,Itih1,MGI:96618,,30905
ITIH2,3698,1668,yes,Itih2,MGI:96619,,30906
ITIH3,3699,1669,yes,Itih3,MGI:96620,,30907
ITIH4,3700,1670,yes,Itih4,MGI:109536,MP:0005384,30908
ITIH4,3700,1670,yes,Itih4,MGI:109536,MP:0002006,30909
ITIH4,3700,1670,yes,Itih4,MGI:109536,MP:0002873,30910
ITIH4,3700,1670,yes,Itih4,MGI:109536,MP:0005370,30911
ITIH5,80760,57115,yes,Itih5,MGI:1925751,,30912
ITIH6,347365,89309,yes,Itih5l-ps,MGI:2685232,,30913
ITK,3702,4051,yes,Itk,MGI:96621,MP:0005387,30914
ITK,3702,4051,yes,Itk,MGI:96621,MP:0005397,30915
ITK,3702,4051,yes,Itk,MGI:96621,MP:0005384,30916
ITK,3702,4051,yes,Itk,MGI:96621,MP:0005379,30917
ITLN1,55600,111044,yes,Itln1,MGI:1333831,MP:0002873,30918
ITLN2,142683,111044,yes,Itln1,MGI:1333831,MP:0002873,30919
ITM2A,9452,31269,yes,Itm2a,MGI:107706,MP:0003631,30920
ITM2A,9452,31269,yes,Itm2a,MGI:107706,MP:0002873,30921
ITM2A,9452,31269,yes,Itm2a,MGI:107706,MP:0005380,30922
ITM2B,9445,7388,yes,Itm2b,MGI:1309517,MP:0003631,30923
ITM2B,9445,7388,yes,Itm2b,MGI:1309517,MP:0005386,30924
ITM2C,81618,11186,yes,Itm2c,MGI:1927594,MP:0010768,30925
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005397,30926
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005385,30927
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0010768,30928
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005389,30929
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005386,30930
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005388,30931
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005384,30932
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005369,30933
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0005378,30934
ITPA,3704,6289,yes,Itpa,MGI:96622,MP:0010771,30935
ITPK1,3705,8588,yes,Itpk1,MGI:2446159,MP:0005380,30936
ITPK1,3705,8588,yes,Itpk1,MGI:2446159,MP:0010768,30937
ITPK1,3705,8588,yes,Itpk1,MGI:2446159,MP:0003631,30938
ITPK1,3705,8588,yes,Itpk1,MGI:2446159,MP:0005390,30939
ITPK1,3705,8588,yes,Itpk1,MGI:2446159,MP:0005378,30940
ITPKA,3706,1671,yes,Itpka,MGI:1333822,MP:0003631,30941
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005386,30942
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005397,30943
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0010768,30944
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005381,30945
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005387,30946
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005379,30947
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0005378,30948
ITPKB,3707,1672,yes,Itpkb,MGI:109235,MP:0010771,30949
ITPKC,80271,11868,yes,Itpkc,MGI:2442554,MP:0005387,30950
ITPKC,80271,11868,yes,Itpkc,MGI:2442554,MP:0002873,30951
ITPKC,80271,11868,yes,Itpkc,MGI:2442554,MP:0005397,30952
ITPKC,80271,11868,yes,Itpkc,MGI:2442554,MP:0005379,30953
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005380,30954
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005386,30955
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005397,30956
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0010768,30957
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005389,30958
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0003631,30959
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005391,30960
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005387,30961
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005384,30962
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005378,30963
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005379,30964
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005369,30965
ITPR1,3708,1673,yes,Itpr1,MGI:96623,MP:0005376,30966
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0005376,30967
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0010771,30968
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0005378,30969
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0005379,30970
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0005381,30971
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0005386,30972
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0002873,30973
ITPR2,3709,37593,yes,Itpr2,MGI:99418,MP:0010768,30974
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005389,30975
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0002873,30976
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0010768,30977
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005386,30978
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005390,30979
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005371,30980
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005377,30981
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0003631,30982
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005369,30983
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005381,30984
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005382,30985
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0010771,30986
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005378,30987
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005379,30988
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005394,30989
ITPR3,3710,1675,yes,Itpr3,MGI:96624,MP:0005376,30990
ITPRIP,85450,62157,yes,Itprip,MGI:3042776,MP:0003631,30991
ITPRIP,85450,62157,yes,Itprip,MGI:3042776,MP:0005376,30992
ITPRIP,85450,62157,yes,Itprip,MGI:3042776,MP:0005384,30993
ITPRIPL1,150771,77641,yes,Itpripl1,MGI:1920588,,30994
ITPRIPL2,162073,45882,yes,Itpripl2,MGI:2442416,,30995
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0005378,30996
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0005379,30997
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0005384,30998
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0010768,30999
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0005386,31000
ITSN1,6453,2277,yes,Itsn1,MGI:1338069,MP:0003631,31001
ITSN2,50618,22627,yes,Itsn2,MGI:1338049,MP:0005378,31002
ITSN2,50618,22627,yes,Itsn2,MGI:1338049,MP:0010771,31003
ITSN2,50618,22627,yes,Itsn2,MGI:1338049,MP:0003631,31004
ITSN2,50618,22627,yes,Itsn2,MGI:1338049,MP:0005386,31005
ITSN2,50618,22627,yes,Itsn2,MGI:1338049,MP:0005397,31006
IVD,3712,1676,yes,Ivd,MGI:1929242,MP:0005376,31007
IVD,3712,1676,yes,Ivd,MGI:1929242,MP:0005391,31008
IVD,3712,1676,yes,Ivd,MGI:1929242,MP:0010768,31009
IVL,3713,137207,yes,Ivl,MGI:96626,MP:0005376,31010
IVL,3713,137207,yes,Ivl,MGI:96626,MP:0005389,31011
IVL,3713,137207,yes,Ivl,MGI:96626,MP:0002873,31012
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0010768,31013
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0005385,31014
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0005388,31015
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0005384,31016
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0005376,31017
IVNS1ABP,10625,31384,yes,Ivns1abp,MGI:2152389,MP:0005369,31018
IWS1,55677,134421,yes,Iws1,MGI:1920723,,31019
IYD,389434,12352,yes,Iyd,MGI:1917587,,31020
IZUMO1,284359,77701,yes,Izumo1,MGI:1920706,MP:0005389,31021
IZUMO1R,390243,11283,yes,Izumo1r,MGI:1929185,MP:0005376,31022
IZUMO1R,390243,11283,yes,Izumo1r,MGI:1929185,MP:0005378,31023
IZUMO1R,390243,11283,yes,Izumo1r,MGI:1929185,MP:0005375,31024
IZUMO1R,390243,11283,yes,Izumo1r,MGI:1929185,MP:0002873,31025
IZUMO1R,390243,11283,yes,Izumo1r,MGI:1929185,MP:0005389,31026
IZUMO2,126123,,yes,Izumo2,MGI:1922760,,31027
IZUMO3,100129669,122080,yes,Izumo3,MGI:1916564,,31028
IZUMO4,113177,50465,yes,Izumo4,MGI:1918814,,31029
JADE1,79960,18162,yes,Jade1,MGI:1925835,MP:0010768,31030
JADE2,23338,9082,yes,Jade2,MGI:1924151,,31031
JADE3,9767,40981,yes,Jade3,MGI:2148019,MP:0002873,31032
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005378,31033
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0010771,31034
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005379,31035
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005369,31036
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005382,31037
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005376,31038
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005384,31039
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005390,31040
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005367,31041
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005380,31042
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005386,31043
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005370,31044
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005385,31045
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0010768,31046
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0002873,31047
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005381,31048
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0003631,31049
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005377,31050
JAG1,182,180,yes,Jag1,MGI:1095416,MP:0005391,31051
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005397,31052
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0010768,31053
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005389,31054
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005388,31055
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005380,31056
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005390,31057
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005387,31058
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005381,31059
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005371,31060
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0003631,31061
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005377,31062
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005379,31063
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005378,31064
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0010771,31065
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005376,31066
JAG2,3714,1677,yes,Jag2,MGI:1098270,MP:0005382,31067
JAGN1,84522,41675,yes,Jagn1,MGI:1915017,MP:0005397,31068
JAGN1,84522,41675,yes,Jagn1,MGI:1915017,MP:0005387,31069
JAGN1,84522,41675,yes,Jagn1,MGI:1915017,MP:0005384,31070
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005386,31071
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005388,31072
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005370,31073
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0010768,31074
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0002873,31075
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005385,31076
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005397,31077
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005377,31078
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005371,31079
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005376,31080
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005387,31081
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005367,31082
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005390,31083
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0010771,31084
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005378,31085
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005379,31086
JAK1,3716,1678,yes,Jak1,MGI:96628,MP:0005382,31087
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0002006,31088
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005389,31089
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0002873,31090
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0010768,31091
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005397,31092
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005370,31093
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005380,31094
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005390,31095
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005387,31096
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005379,31097
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0010771,31098
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005378,31099
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005384,31100
JAK2,3717,21033,yes,Jak2,MGI:96629,MP:0005376,31101
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0005384,31102
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0005379,31103
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0005387,31104
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0005381,31105
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0010768,31106
JAK3,3718,181,yes,Jak3,MGI:99928,MP:0005397,31107
JAKMIP1,152789,90789,yes,Jakmip1,MGI:1923321,MP:0005386,31108
JAKMIP1,152789,90789,yes,Jakmip1,MGI:1923321,MP:0003631,31109
JAKMIP2,9832,8866,yes,Jakmip2,MGI:1923467,,31110
JAKMIP3,282973,90425,yes,Jakmip3,MGI:1921254,,31111
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0005376,31112
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0003631,31113
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0001186,31114
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0002873,31115
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0010768,31116
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0005397,31117
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0005390,31118
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0005387,31119
JAM2,58494,10929,yes,Jam2,MGI:1933820,MP:0005391,31120
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005381,31121
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0003631,31122
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005390,31123
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005387,31124
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005388,31125
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005386,31126
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0002006,31127
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005397,31128
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005385,31129
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005378,31130
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005389,31131
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0010771,31132
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0010768,31133
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005382,31134
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005376,31135
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005384,31136
JAM3,83700,11338,yes,Jam3,MGI:1933825,MP:0005379,31137
JAML,120425,17708,yes,Jaml,MGI:2685484,,31138
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0002873,31139
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0010768,31140
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005385,31141
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005397,31142
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005380,31143
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005370,31144
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005388,31145
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005387,31146
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005390,31147
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0003631,31148
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005369,31149
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005378,31150
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005379,31151
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005384,31152
JARID2,3720,31279,yes,Jarid2,MGI:104813,MP:0005376,31153
JAZF1,221895,18291,yes,Jazf1,MGI:2141450,,31154
JCAD,57608,19370,yes,Jcad,MGI:2685174,,31155
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0010771,31156
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0005397,31157
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0005379,31158
